p1x	p1y	p2x	p2y	v1x	v1y	v2x	v2y	Energy	Ang_mom	time
-240.02604218103437	-211.32604218103432	-240.0217342688454	-212.22173426884527	-98.57432098949958	-88.57432098949955	-98.57744895945032	-88.5774489594503	0	0	2.88
-241.01178510101522	-212.21178510101518	-241.00753974822527	-213.10753974822515	-98.58051937354281	-88.58051937354278	-98.58360127677875	-88.58360127677872	0	0	2.89
-241.9975900091062	-213.09759000910617	-241.99340629438097	-213.99340629438086	-98.5866264716341	-88.58662647163408	-98.58966300523905	-88.58966300523902	0	0	2.9
-242.98345599238317	-213.98345599238314	-242.97933300833006	-214.87933300832995	-98.59264366512181	-88.59264366512178	-98.59563551508853	-88.5956355150885	0	0	2.91
-243.96938215173654	-214.8693821517365	-243.96531900468275	-215.76531900468265	-98.59857231337605	-88.59857231337602	-98.6015201547986	-88.60152015479858	0	0	2.92
-244.95536760165137	-215.75536760165133	-244.95136341142603	-216.65136341142593	-98.6044137541698	-88.60441375416977	-98.60731825143193	-88.6073182514319	0	0	2.93
-245.9414114699915	-216.64141146999145	-245.9374653697114	-217.5374653697113	-98.61016930405225	-88.61016930405222	-98.61303111101213	-88.6130311110121	0	0	2.94
-246.92751289778718	-217.52751289778715	-246.92362403364626	-218.42362403364618	-98.61584025871487	-88.61584025871484	-98.6186600188863	-88.61866001888627	0	0	2.95
-247.91367103902658	-218.41367103902655	-247.9098385700891	-219.30983857008903	-98.62142789335051	-88.62142789335049	-98.62420624008044	-88.62420624008041	0	0	2.96
-248.89988506045074	-219.29988506045072	-248.89610815844787	-220.1961081584478	-98.6269334630052	-88.62693346300517	-98.62967101964796	-88.62967101964793	0	0	2.97
-249.88615414135208	-220.18615414135206	-249.88243199048208	-221.08243199048198	-98.63235820292337	-88.63235820292334	-98.63505558301144	-88.63505558301141	0	0	2.98
-250.87247747337636	-221.07247747337632	-250.8688092701081	-221.968809270108	-98.63770332888627	-88.63770332888625	-98.64036113629778	-88.64036113629776	0	0	2.99
-251.85885426032806	-221.95885426032802	-251.85523921320802	-222.85523921320794	-98.64297003754393	-88.6429700375439	-98.64558886666691	-88.64558886666688	0	0	3.0
-252.84528371797902	-222.845283717979	-252.84172104744144	-223.74172104744136	-98.64815950674058	-88.64815950674056	-98.65073994263406	-88.65073994263403	0	0	3.0100000000000002
